date,revenue,profit,orders,expense,customer_name,category,region,product_name,order_id,customer_id,sales_rep,payment_method,quantity,discount
2024-02-23,24500.50,6125.12,92,18375.38,Smart Tech Pro,Electronics,West,Tablet Keyboard,ORD-2024-0054,CUST-SMAR-040,Emily Stewart,Credit Card,90,0.18
2024-02-24,22200.00,5550.00,83,16650.00,Supply Direct Pro,Office Supplies,North,Desk Drawer,ORD-2024-0055,CUST-SUPP-041,Michael Murphy,Debit Card,75,0.00
2024-02-25,25200.75,6300.19,95,18900.56,Innovation Pro,Electronics,East,Smart Watch,ORD-2024-0056,CUST-INNO-042,Sophia Rivera,PayPal,92,0.10
2024-02-26,22800.50,5700.12,85,17100.38,Corporate Pro Plus,Office Supplies,South,File Cabinet Pro,ORD-2024-0057,CUST-CORP-043,James Cook,Credit Card,80,0.08
2024-02-27,25800.00,6450.00,97,19350.00,Digital Elite Pro,Electronics,West,Wireless Headset,ORD-2024-0058,CUST-DIGI-044,Isabella Morgan,PayPal,95,0.12
2024-02-28,23500.25,5875.06,88,17625.19,Office Elite Pro,Office Supplies,North,Monitor Pro,ORD-2024-0059,CUST-OFFI-045,William Bell,Bank Transfer,82,0.05
2024-02-29,26500.50,6625.12,100,19875.38,Tech Elite Pro,Electronics,East,Laptop Pro,ORD-2024-0060,CUST-TECH-046,Emma Reed,Credit Card,98,0.15
2024-03-01,24200.00,6050.00,90,18150.00,Business Elite Pro,Office Supplies,South,Desk Pro,ORD-2024-0061,CUST-BUSI-047,Noah Cooper,Debit Card,85,0.00
2024-03-02,27200.75,6800.19,102,20400.56,Smart Elite Pro,Electronics,West,Phone Pro,ORD-2024-0062,CUST-SMAR-048,Olivia Richardson,PayPal,100,0.10
2024-03-03,24800.50,6200.12,93,18600.38,Supply Elite Pro,Office Supplies,North,Accessories Pro,ORD-2024-0063,CUST-SUPP-049,Liam Cox,Credit Card,88,0.08
2024-03-04,27800.00,6950.00,105,20850.00,Next Elite Pro,Electronics,East,Gadget Pro,ORD-2024-0064,CUST-NEXT-050,Amelia Howard,PayPal,102,0.12

